name,num
"TRASH, LITTER c270 §16",64
OBSCENE MATTER TO MINOR c272 §28,64
"DESTRUCTION OF PROPERTY -$1200, WANTON c266 §127",64
"BURGLARY, UNARMED & ASSAULT c266 §14",64
CIVIL RIGHTS VIOLATION c265 §37,65
FIREARM VIOL WITH 2 PRIOR VIOLENT/DRUG CRIMES c269 §10G(b),67
"STRANGULATION OR SUFFOCATION, PREGNANT VICTIM c265 §15D(c)",68
DISGUISE TO OBSTRUCT JUSTICE c268 §34,70
A&B WITH BODILY SUBSTANCE ON CORRECTIONAL FACILITY EMPLOYEE c127 §38B(c),70
"HEROIN/MORPHINE/OPIUM, TRAFFICKING IN 100 GRAMS OR MORE, LESS THAN 200 GRAMS c94C §32E(c)",71
ASSAULT TO RAPE c265 §24,71
FALSE CREATION OR USE OF SALES RECEIPT c266 §30C,72
"RECEIVE STOLEN PROPERTY -$250, SUBSQ. OFF c266 §60",73
CREDIT CARD FRAUD UNDER $1200 c266 §37B(g),73
"RAPE OF CHILD, AGGRAVATED, TEN YEAR AGE DIFFERENCE c265 §23A",75
LARCENY FROM PERSON +65 c266 §25(a),76
FIREARM WITHIN 500 FT OF DWELLING c131 §58,78
ACCESSORY AFTER THE FACT c274 §4,78
"COCAINE, DISTRIBUTE c94C §32A(c)",80
ABANDON MV c90 §22B(a),83
"SEX OFFENDER FAIL TO REGISTER, SUBSQ. OFF., LEVEL 2 OR 3  c6 §178H(a)(2)",84
"PRISONER, DELIVER DRUGS TO c268 §28",84
"RAILROAD TRACK, WALK/RIDE ON c160 §218",85
"LICENSE CLASS, OPERATE MV IN VIOLATION c90 §10",85
"DRUG, DISTRIBUTE CLASS C c94C §32B(a)",86
"DISTURBING THE PEACE, SUBSQ. OFF. c272 §53",86
"ROBBERY, FIREARM-ARMED c265 §17",87
"COCAINE, TRAFFICKING IN, 100 GRAMS OR MORE, LESS THAN 200 GRAMS c94C §32E(b)",87
"RAPE OF CHILD, STATUTORY, AGGRAVATED c265 §23A",88
SHOPLIFTING BY PRICE TAG TAMPERING c266 §30A,89
MAYHEM c265 §14,90
FIREARM VIOL WITH 3 PRIOR VIOLENT/DRUG CRIMES c269 §10G(c),90
UNLAWFUL POSSESSION OF THEFT DETECTION DEVICE DEACTIVATOR OR REMOVER c266 §30B(c),91
SHOPLIFTING $250+ BY ASPORTATION c266 §30A,92
RAPE OF CHILD c265 §23,93
"FIREARM, CARRY WITHOUT LICENSE, 2ND OFF. c269 §10(a) & (d)",93
LARCENY UNDER $250 BY SINGLE SCHEME c266 §30(1),94
"REGISTRATION SUSPENDED, OP MV, SUBSQ.OFF c90 §23",96
MISCELLANEOUS CODE OF MASS REGS VIOLATN,96
"DRUG, POSSESS TO DISTRIB CLASS D, SUBSQ. c94C §32C(b)",96
"CORRECTIONAL INSTITUTION, DISTURB c268 §30",96
FIREARM VIOL WITH 1 PRIOR VIOLENT/DRUG CRIME c269 §10G(a),97
"COCAINE, TRAFFICKING IN, 200 GRAMS OR MORE c94C §32E(b)",97
"LEASED PERSONALTY, CONCEAL/SELL/PLEDGE c266 §87",99
"LIQUOR TO PERSON UNDER 21, SELL/DELIVER c138 §34",100
"RAPE, AGGRAVATED c265 §22(a)",103
"LICENSE SUSPENDED, OP MV WITH (CRIMINAL SUBSQ.OFF.) c90 §23",103
BOMB/HIJACK THREAT c269 §14(b),103
ASSAULT W/DANGEROUS WEAPON +60 c265 §15B(a),103
TAGGING PROPERTY c266 §126B,104
"FIREARM, LARCENY OF c266 §30(1)",105
"FIREARM, INTOXICATED LICENSEE CARRY c269 §10H",106
TRESPASS ON STATE/COUNTY PROPERTY c266 §123,107
"SEX OFFENDER FAIL TO REGISTER, SUBSQ.OFF. c6 §178H(a)(2)",109
"LICENSE RESTRICTION, OPERATE MV IN VIOL c90 §10",109
"NOISY & DISORDERLY HOUSE, KEEP c272 §53",110
"LEWD, WANTON & LASCIVIOUS CONDUCT c272 §53",110
"ASSAULT TO ROB, ARMED c265 §18(b)",111
STALKING c265 §43(a),113
PHOTOGRAPH UNSUSPECTING NUDE PERSON c272 §105(b),114
LARCENY UNDER $250 FROM +60/DISABLED c266 §30(5),115
"DRUG, DISTRIBUTE CLASS E c94C §32D(a)",115
"A&B WITH DANGEROUS WEAPON, SERIOUS BODILY INJURY c265 §15A (c) (i)",115
MURDER c265 §1,116
"A&B, VIOL ABUSE PREVENTION ORDER c265 §13A(b)",117
RECEIVE STOLEN PROPERTY +$1200 c266 §60,118
"LICENSE SUSPENDED FOR OUI, OUI WHILE c90 §23",118
"LICENSE REVOKED AS HTO, OPERATE MV WITH (CRIMINAL) c90 §23",119
"ELECTRIC STUN GUN, SELL/POSSESS c140 §131J",119
"HEROIN, POSSESS c94C §34",125
"COUNTERFEIT NOTE, POSSESS c267 §12",126
"ROBBERY, ARMED & MASKED c265 §17",127
"OUI-LIQUOR OR .08%, 4th OR GREATER OFFENSE c90 §24(1)(a)(1)",127
AFFRAY (Common Law),128
FUGITIVE FROM JUSTICE WITHOUT WARRANT c276 §20B,132
"FIREARM SERIAL NO., DEFACE c269 §11C",132
"FALSE ID INFORMATION, ARRESTEE FURNISH TO LAW ENFORCEMENT c268 §34A",133
"COCAINE, POSSESS TO DISTRIBUTE c94C §32A(c)",133
DOG/CAT/FERRET RABIES VACCINATION VIOLATION c140 §,135
"INSURANCE CLAIM, FALSE MOTOR VEH c266 §111B",136
ASSAULT TO MURDER c265 §15,137
"HEROIN/MORPHINE/OPIUM, TRAFFICKING IN 200 GRAMS OR MORE c94C §32E(c)",140
ACCOST/ANNOY ANOTHER PERSON c272 §53,140
"OUI-DRUGS, 2ND OFFENSE c90 §24(1)(a)(1)",141
"DRUG, LARCENY OF c94C §37",141
"MURDER, ATTEMPTED c265 §16",142
"CHILD PORNOGRAPHY, POSSESS c272 §29C",145
"ANIMAL, CRUELTY TO BY CUSTODIAN c272 §77",145
UNLAWFUL DEACTIVATION OR REMOVAL OF THEFT DETECTION DEVICE c266 §30B(e),146
"DRUG, POSSESS CLASS D c94C §34",147
A&B ON CORRECTIONAL FACILITY EMPLOYEE c127 §38B(b),147
"DESTRUCTION OF PROPERTY -$250, WANTON c266 §127",148
"CREDIT CARD, FORGE OR UTTER FORGED c266 §37C(c)",150
MARINE FISH--REGUL OF CATCHES VIOL 322 CMR §6.00,153
"DRUG, DISTRIBUTE CLASS A, SUBSQ.OFF. c94C §32(b)",153
DEFACE PROPERTY c266 §126,162
A&B ON CHILD WITH INJURY c265 §13J(b),164
"B&E DAYTIME FOR FELONY, PERSON IN FEAR c266 §17",165
"DRUG, OBTAIN BY FRAUD c94C §33(b)",166
"CRIME REPORT, FALSE c269 §13A",166
BREAK INTO DEPOSITORY c266 §16,166
"SEX OFFENDER FAIL TO REGISTER, LEVEL 2 OR 3  c6 §178H(a)(1)",167
"PRESCRIPTION, UTTER FALSE c94C §33(b)",167
A&B ON PUBLIC EMPLOYEE c265 §13D,167
"RMV DOCUMENT, POSSESS/USE FALSE/STOLEN c90 §24B",169
"BURGLARY, UNARMED c266 §15",169
"FIREARM, STORE IMPROP LARGE CAPACITY c140 §131L(a)&(b)",173
"TELEPHONE CALLS/ELECTRONIC COMMUNICATIONS, ANNOYING c269 §14A",175
"SHOPLIFTING BY CONCEALING MDSE, 2ND OFF. c266 §30A",175
"SEXUAL CONDUCT, PAY FOR c272 §53A(b)",179
"HEROIN/MORPHINE/OPIUM, TRAFFICKING IN 36 GRAMS OR MORE, LESS THAN 100 GRAMS c94C §32E(c)",179
RAPE OF CHILD WITH FORCE c265 §22A,181
UTTER FALSE WRITING c267 §5,190
"SHOPLIFTING BY ASPORTATION, 2ND OFF. c266 §30A",195
"DESTRUCTION OF PROPERTY +$1200, MALICIOUS c266 §127",201
"HEROIN/MORPHINE/OPIUM, TRAFFICKING IN 18 GRAMS OR MORE, LESS THAN 36 GRAMS c94C §32E(c)",203
"ASSAULT TO MURDER, ARMED c265 §18(b)",204
A&B ON AMBULANCE PERSONNEL c265 §13I,206
CHILD ENDANGERMENT WHILE OUI  c90 §24V,207
LARCENY OVER $250 FROM +60/DISABLED c266 §30(5),208
"DISORDERLY CONDUCT, SUBSQ. OFF. c272 §53",210
"CREDIT CARD, IMPROPER USE OVER $250 c266 §37C(d)",210
FORGERY OF DOCUMENT c267 §1,212
UTTER COUNTERFEIT NOTE c267 §10,214
"DRUG, POSSESS TO DISTRIB CLASS A, SUBSQ. c94C §32(b)",224
LARCENY BY CHECK UNDER $250 c266 §37 & §30(1),225
INDECENT EXPOSURE c272 §53,225
"COCAINE, TRAFFICKING IN, 36 GRAMS OR MORE, LESS THAN 100 GRAMS c94C §32E(b)",232
"HEROIN, BEING PRESENT WHERE KEPT c94C §35",235
LARCENY OVER $1200  c266 §30(1),238
A&B ON FAMILY/HOUSEHOLD MEMBER SUBSEQUENT c265 §13M(b),239
"DRUG, DISTRIBUTE CLASS B, SUBSQ.OFF. c94C §32A(b)",245
A&B WITH DANGEROUS WEAPON +60 c265 §15A(a),247
"FIREARM, DISCHARGE WITHIN 500 FT OF BLDG c269 §12E",264
"SHOPLIFTING BY CONCEALING MDSE, 3RD OFF. c266 §30A",267
"FIREARM IN FELONY, POSSESS c265 §18B",268
HOME INVASION c265 §18C,278
RECEIVE STOLEN PROPERTY -$1200 c266 §60,279
"ANIMAL, CRUELTY TO c272 §77",283
DRINKING OF ALCOHOLIC BEVERAGES IN PUBLIC BOSTON ORD 16-12.28,301
"RMV DOCUMENT, FORGE/MISUSE c90 §24B",302
"DRUG, POSSESS TO DISTRIB CLASS C c94C §32B(a)",302
"CREDIT CARD, LARCENY OF c266 §37B(b)",302
B&E VEHICLE/BOAT DAYTIME FOR FELONY c266 §18,303
"CREDIT CARD, IMPROPER USE UNDER $250  c266 §37B(f)",307
"COCAINE, TRAFFICKING IN 18 GRAMS OR MORE, LESS THAN 36 GRAMS  c94C §32E(b)",311
"A&B, SERIOUS BODILY INJURY c265 §13A(b)",329
RAPE c265 §22(b),333
"CREDIT CARD, RECEIVE STOLEN c266 §37B(b)",333
"DESTRUCTION OF PROPERTY +$250, WANTON c266 §127",335
LARCENY UNDER $250 BY FALSE PRETENSE c266 §34 & §30(1),339
"DRUG, DISTRIBUTE CLASS D c94C §32C(a)",341
OUI--DRUGS c90 §24(1)(a)(1),343
SEXUAL CONDUCT FOR FEE c272 §53A,345
"LEASED PERSONALTY, FAIL RETURN c266 §87",346
MISCELLANEOUS MUNIC MOTOR VEHICLE ORDINANCE/BYLAW VIOL,347
"DRUG, POSSESS TO DISTRIB CLASS E c94C §32D(a)",348
SEX OFFENDER FAIL TO REGISTER c6  §178H(a)(1),357
"DRUG, POSSESS CLASS A, SUBSQ.OFF. c94C §34",370
"BURGLARIOUS INSTRUMENT, POSSESS c266 §49",388
"DESTRUCTION OF PROPERTY -$1200, MALICIOUS c266 §127",404
"LEWDNESS, OPEN AND GROSS c272 §16",413
"SHOPLIFTING BY ASPORTATION, 3RD OFF. c266 §30A",427
"HARASSMENT, CRIMINAL c265 §43A(a)",437
CREDIT CARD FRAUD OVER $250 c266 §37C(e),437
"FENTANYL, TRAFFICKING IN MORE THAN 10 GRAMS c.94C, §32E(c½)",442
LARCENY OVER $250 BY FALSE PRETENSE c266 §34 & §30(1),445
CREDIT CARD FRAUD UNDER $250 c266 §37B(g),445
A&B ON +60/DISABLED WITH INJURY c265 §13K(b),448
LARCENY FROM PERSON c266 §25(b),451
MUNICIPAL BY-LAW OR ORDINANCE VIOLATION c40 §21,457
"DRUG, POSSESS TO DISTRIB CLASS B, SUBSQ. c94C §32A(b)",466
"OUI-LIQUOR OR .08%, 3RD OFFENSE c90 §24(1)(a)(1)",505
"RECOGNIZANCE, FAIL APPEAR UPON c276 §82A",509
SHOPLIFTING $100+ BY CONCEALING MDSE c266 §30A,519
LARCENY UNDER $1200 c266 §30(1),528
KIDNAPPING c265 §26,531
"FALSE NAME/SSN, ARRESTEE FURNISH c268 §34A",541
"DOG, FAIL LICENSE c140 §137",568
LEAVE SCENE OF PERSONAL INJURY c90 §24(2)(a½)(1),582
RECKLESS ENDANGERMENT OF CHILD c265 §13L,590
LARCENY BY CHECK OVER $250 c266 §37 & §30(1),609
"MOTOR VEH, LARCENY OF c266 §28(a)",626
INDECENT A&B ON CHILD UNDER 14 c265 §13B,627
"LICENSE SUSPENDED FOR OUI, OPER MV WITH c90 §23",628
DRUG VIOLATION NEAR SCHOOL/PARK c94C §32J,631
"ROBBERY, ARMED c265 §17",635
"ROBBERY, UNARMED c265 §19(b)",652
"DRUG, POSSESS CLASS B, SUBSQ.OFF. c94C §34",680
IDENTITY FRAUD c266 §37E,684
"A&B, PREGNANT VICTIM c265 §13A(b)",712
SHOPLIFTING $100+ BY ASPORTATION c266 §30A,753
"FIREARM, CARRY WITHOUT LICENSE LOADED c269 s.10(n)",762
"FIREARM, STORE IMPROP c140 §131L(a)&(b)",794
"DESTRUCTION OF PROPERTY -$250, MALICIOUS c266 §127",817
LARCENY OVER $250 BY SINGLE SCHEME c266 §30(1),820
USE MV WITHOUT AUTHORITY c90 §24(2)(a),848
"FIREARM, POSSESS LARGE CAPACITY c269 §10(m)",848
INDECENT A&B ON PERSON 14 OR OVER c265 §13H,854
A&B ON +60/DISABLED c265 §13K(a½),854
"LIQUOR, PERSON UNDER 21 POSSESS c138 §34C",861
"DRUG, POSSESS CLASS C c94C §34",882
"MOTOR VEH, RECEIVE STOLEN c266 §28(a)",892
"DANGEROUS WEAPON, CARRY c269 §10(b)",921
"DRUG, DISTRIBUTE CLASS A c94C §32(a)",938
B&E FOR MISDEMEANOR c266 §16A,962
"IDENTIFY SELF, MV OPERATOR REFUSE c90 §25",967
B&E VEHICLE/BOAT NIGHTTIME FOR FELONY c266 §16,994
"DNA DATABASE SAMPLE, FAIL TO PROVIDE c22E §11","1,020"
"FIREARM, CARRY WITHOUT LICENSE c269 s.10(a)","1,024"
"MOTOR VEH, MALICIOUS DAMAGE TO c266 §28(a)","1,030"
ASSAULT ON FAMILY / HOUSEHOLD MEMBER c265 §13M(a),"1,032"
CONSPIRACY c274 §7,"1,035"
FORGERY OF CHECK c267 §1,"1,039"
ASSAULT c265 §13A(a),"1,072"
RECEIVE STOLEN PROPERTY -$250 c266 §60,"1,091"
B&E BUILDING DAYTIME FOR FELONY c266 §18,"1,113"
"HARASSMENT PREVENTION ORDER, VIOLATE c258E §9","1,164"
"AMMUNITION WITHOUT FID CARD, POSSESS c269 §10(h)(1)","1,177"
"DRUG, DISTRIBUTE CLASS B c94C §32A(a)","1,181"
ATTEMPT TO COMMIT CRIME c274 §6,"1,207"
"LICENSE REVOKED AS HTO, OPERATE MV WITH c90 §23","1,220"
"DRUG, POSSESS TO DISTRIB CLASS A c94C §32(a)","1,226"
RECKLESS OPERATION OF MOTOR VEHICLE c90 §24(2)(a),"1,245"
"FIREARM WITHOUT FID CARD, POSSESS c269 s.10(h)","1,251"
"DRUG, POSSESS TO DISTRIB CLASS D c94C §32C(a)","1,278"
FUGITIVE FROM JUSTICE ON COURT WARRANT c276 §20A,"1,285"
OUI-DRUGS c90 §24(1)(a)(1),"1,331"
LARCENY FROM BUILDING c266 §20,"1,449"
UTTER FALSE CHECK c267 §5,"1,525"
"UNLICENSED/SUSPENDED OPERATION OF MV, PERMIT c90 §12(b)","1,535"
B&E BUILDING NIGHTTIME FOR FELONY c266 §16,"1,548"
RECEIVE STOLEN PROPERTY +$250 c266 §60,"1,696"
SHOPLIFTING BY CONCEALING MDSE c266 §30A,"1,781"
"DRUG, POSSESS CLASS E c94C §34","2,078"
"STOP FOR POLICE, FAIL c90 §25","2,140"
MISCELLANEOUS MUNIC ORDINANCE/BYLAW VIOL,"2,143"
"OUI-LIQUOR OR .08%, 2ND OFFENSE c90 §24(1)(a)(1)","2,144"
"DRUG, POSSESS TO DISTRIB CLASS B c94C §32A(a)","2,257"
STRANGULATION OR SUFFOCATION c265 §15D(b),"2,346"
LARCENY UNDER $250 c266 §30(1),"2,483"
SHOPLIFTING BY ASPORTATION c266 §30A,"2,523"
VANDALIZE PROPERTY c266 §126A,"2,784"
A&B ON POLICE OFFICER c265 §13D,"2,800"
DISTURBING THE PEACE c272 §53,"2,942"
"DESTRUCTION OF PROPERTY +$250, MALICIOUS c266 §127","2,997"
"LICENSE SUSPENDED, OP MV WITH, SUBSQ. OFF. c90 §23","3,161"
"DRUG, POSSESS CLASS A c94C §34","3,711"
NUMBER PLATE VIOLATION TO CONCEAL ID c90 §23,"4,169"
JUROR FAIL TO ATTEND c234A §42,"4,180"
"WITNESS/JUROR/POLICE/COURT OFFICIAL, INTIMIDATE c268 §13B","4,262"
RESIST ARREST c268 §32B,"4,678"
ASSAULT W/DANGEROUS WEAPON c265 §15B(b),"4,759"
THREAT TO COMMIT CRIME c275 §2,"4,784"
LEAVE SCENE OF PROPERTY DAMAGE c90 §24(2)(a),"4,860"
TRESPASS c266 §120,"5,247"
"ABUSE PREVENTION ORDER, VIOLATE c209A §7","5,839"
"DRUG, POSSESS CLASS B c94C §34","6,002"
DISORDERLY CONDUCT c272 §53,"6,113"
LARCENY OVER $250 c266 §30(1),"6,698"
A&B WITH DANGEROUS WEAPON c265 §15A(b),"7,114"
OUI-LIQUOR OR .08% c90 §24(1)(a)(1),"8,632"
"REGISTRATION SUSPENDED, OP MV WITH c90 §23","9,945"
A&B c265 §13A(a),"10,212"
NEGLIGENT OPERATION OF MOTOR VEHICLE c90 §24(2)(a),"10,270"
A&B ON FAMILY / HOUSEHOLD MEMBER c265 §13M(a),"14,693"
UNINSURED MOTOR VEHICLE c90 §34J,"15,233"
UNLICENSED OPERATION OF MV c90 §10,"20,985"
"LICENSE SUSPENDED, OP MV WITH c90 §23","23,145"
